formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C14H10O	[M + H]+	C14H11O+	Polyketides	0.589	Polycyclic aromatic polyketides	0.540	Anthraquinones and anthrones	0.784	Organic oxygen compounds	0.998	Organooxygen compounds	0.996	Carbonyl compounds	0.963	Ketones	0.664	Aryl ketones	0.620	Organic compounds; Ketones; Organooxygen compounds; Carbonyl compounds; Benzenoids; Aryl-aldehydes; Aryl ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	195.081	676	11.268	857324197658228480	857316091540041967	857316091540041966	14268	
19	C20H13N5	[M + Na]+	C20H13N5Na+	Alkaloids	0.953	Tryptophan alkaloids	0.151	Carboline alkaloids	0.036	Benzenoids	0.936	Benzene and substituted derivatives	0.521					Benzene and substituted derivatives	0.521	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organonitrogen compounds; Azoles; Diazines; Benzene and substituted derivatives; Benzenoids; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	346.107	676	11.272	857324219384734415	857316091586179315	857316091586179314	14274	
1	C9H10O	[M + H]+	C9H11O+	Shikimates and Phenylpropanoids	0.906	Phenylpropanoids (C6-C3)	0.969	Cinnamic acids and derivatives	0.962	Benzenoids	0.948	Phenols	0.552	1-hydroxy-2-unsubstituted benzenoids	0.503			1-hydroxy-2-unsubstituted benzenoids	0.503	Organic compounds; Phenols; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	135.081	677	11.288	857324226313724710	857316091682648315	857316091678454010	14287	
1	C11H20O	[M + H]+	C11H21O+	Fatty acids	0.979	Fatty acyls	0.975	Fatty alcohols	0.749	Lipids and lipid-like molecules	0.467	Fatty Acyls	0.378	Fatty alcohols	0.505			Fatty alcohols	0.505	Organic compounds; Ketones; Organooxygen compounds; Fatty alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	169.159	678	11.298	857324219502174929	857316091749757183	857316091749757182	14308	
1	C7H8	[M + H]+	C7H9+	Terpenoids	0.820	Monoterpenoids	0.385	Monocyclic monoterpenoids	0.128	Benzenoids	0.547							Benzenoids	0.547	Organic compounds; Benzenoids; Hydrocarbons; Olefins; Cyclic olefins; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Aromatic hydrocarbons; Branched unsaturated hydrocarbons; Chemical entities	93.070	678	11.299	857324223268659990	857316091795894531	857316091795894530	14318	
1	C14H31N	[M + H]+	C14H32N+	Alkaloids	0.880	Pseudoalkaloids (transamidation)	0.115	Polyamines	0.230	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.996	Primary amines	0.978	Monoalkylamines	0.964	Organic compounds; Organonitrogen compounds; Monoalkylamines; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	214.253	678	11.299	857324221037290244	857316091846226183	857316091842031878	14303	
3	C12H13FN2O3	[M + K]+	C12H13FKN2O3+	Alkaloids	0.853	Anthranilic acid alkaloids	0.422	Benzodiazepine alkaloids	0.319	Organohalogen compounds	1.000	Aryl halides	0.982	Aryl fluorides	0.988			Aryl fluorides	0.988	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Organofluorides; Benzenoids; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	291.055	679	11.319	857324249478865822	857316091892363531	857316091888169226	14294	
1	C19H36O3S	[M + H]+	C19H37O3S+	Fatty acids	0.656	Fatty acyls	0.113	Fatty alcohols	0.218	Organosulfur compounds	0.995	Sulfonyls	0.890	Sulfones	0.906			Sulfones	0.906	Organic compounds; Organosulfur compounds; Alcohols and polyols; Organooxygen compounds; Sulfones; Sulfonyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	345.246	681	11.345	857324307284763691	857316091942695183	857316091942695182	14363	
2	C20H32O6	[M + H3N + H]+	C20H36NO6+	Terpenoids	0.447	Sesquiterpenoids	0.268	Open-chain polyketides	0.249	Lipids and lipid-like molecules	0.852	Fatty Acyls	0.759	Fatty acid esters	0.590			Fatty acid esters	0.590	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	386.254	682	11.373	857324233288852312	857316091984638227	857316091984638226	14399	
3	C23H35N5O2	[M + H]+	C23H36N5O2+	Alkaloids	0.681	Pseudoalkaloids (transamidation)	0.149	Purine alkaloids	0.065	Benzenoids	0.902	Phenol ethers	0.560					Phenol ethers	0.560	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alkyl aryl ethers; Ethers; Organonitrogen compounds; Organooxygen compounds; Aminopyrimidines and derivatives; Diazines; Trialkylamines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Tertiary amines; Tertiary alkylarylamines; Imidolactams; Dialkylarylamines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	414.285	682	11.374	857324228503151430	857316092026581271	857316092022386966	14401	
1	C15H14OS	[M + H]+	C15H15OS+	Shikimates and Phenylpropanoids	0.359	Flavonoids	0.106	Chalcones	0.118	Organosulfur compounds	0.924	Thioethers	0.842	Aryl thioethers	0.823	Diarylthioethers	0.790	Diarylthioethers	0.790	Organic compounds; Organosulfur compounds; Alcohols and polyols; Organooxygen compounds; Thioethers; Benzene and substituted derivatives; Benzenoids; Diarylthioethers; Hydrocarbon derivatives; Organic oxygen compounds; Aryl thioethers; Chemical entities	243.084	683	11.387	857324248203797394	857316092068524315	857316092068524314	14419	
2	C16H10N2O2	[M + H]+	C16H11N2O2+	Alkaloids	0.846	Tryptophan alkaloids	0.348	Naphthoquinones	0.053	Organoheterocyclic compounds	0.932	Indoles and derivatives	0.764					Indoles and derivatives	0.764	Organic compounds; Organoheterocyclic compounds; Ketones; Indoles and derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Enamines; Carbonyl compounds; Benzenoids; Amines; Aryl ketones; Vinylogous amides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	263.082	688	11.473	857324352834905183	857316092110467359	857316092110467358	14572	
1	C14H31NO	[M + H]+	C14H32NO+	Fatty acids	0.735	Spingolipids	0.101	Sphingoid bases	0.324	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Aminoxides	0.996	Long-chain alkyl amine oxides	0.993	Long-chain alkyl amine oxides	0.993	Organic compounds; Organonitrogen compounds; Amine oxides and derivatives; Amines; Trisubstituted amine oxides and derivatives; Organic cations; Organic salts; Organic oxides; Aminoxides; Hydrocarbon derivatives; Long-chain alkyl amine oxides; Trialkyl amine oxides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	230.248	690	11.493	857324226099815204	857316092156604707	857316092156604706	14591	
2	C12H18	[M + CH2O2 + H]+	C13H21O2+	Terpenoids	0.996	Sesquiterpenoids	0.924	Caryophyllane sesquiterpenoids	0.325	Lipids and lipid-like molecules	0.799	Prenol lipids	0.767					Prenol lipids	0.767	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Hydrocarbons; Olefins; Cyclic olefins; Polycyclic hydrocarbons; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Branched unsaturated hydrocarbons; Chemical entities	209.154	695	11.585	857324235197260642	857316092202742055	857316092202742054	14709	
1	C19H34O3S	[M + H]+	C19H35O3S+	Fatty acids	0.652	Fatty acyls	0.116	Fatty alcohols	0.157	Organosulfur compounds	0.995	Sulfonyls	0.687	Sulfones	0.691			Sulfones	0.691	Organic compounds; Organosulfur compounds; Organooxygen compounds; Sulfoxides; Sulfones; Sulfonyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	343.230	697	11.612	857324313714631739	857316092248879403	857316092248879402	14717	
1	C7H8	[M + H]+	C7H9+	Terpenoids	0.774	Monoterpenoids	0.310	Monocyclic monoterpenoids	0.098	Benzenoids	0.638							Benzenoids	0.638	Organic compounds; Benzenoids; Hydrocarbons; Olefins; Cyclic olefins; Unsaturated hydrocarbons; Aromatic hydrocarbons; Branched unsaturated hydrocarbons; Chemical entities	93.070	698	11.639	857324296530568200	857316092290822447	857316092290822446	14775	
2	C11H22O3	[M - H2O + H]+	C11H21O2+	Fatty acids	0.997	Fatty Acids and Conjugates	0.923	Hydroxy fatty acids	0.992	Organic acids and derivatives	0.748	Hydroxy acids and derivatives	0.538	Medium-chain hydroxy acids and derivatives	0.500			Medium-chain hydroxy acids and derivatives	0.500	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	185.154	702	11.700	857324229056799568	857316092332765491	857316092332765490	14861	
1	C16H33NO2	[M + H]+	C16H34NO2+	Fatty acids	0.520	Small peptides	0.454	Aminoacids	0.525	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.994	Amino acids and derivatives	0.994	Alpha amino acid esters	0.593	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Trialkylamines; Alpha amino acids; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	272.259	709	11.816	857324250590356402	857316092383097143	857316092378902838	15066	
1	C15H20N2O3	[M + H]+	C15H21N2O3+	Alkaloids	0.472	Linear polyketides	0.073	Open-chain polyketides	0.058	Benzenoids	0.941	Benzene and substituted derivatives	0.865	Phenylpropanes	0.704			Phenylpropanes	0.704	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	277.155	711	11.852	857324298183123980	857316092420845883	857316092420845882	15098	
1	C15H22OS	[M + H]+	C15H23OS+	Terpenoids	0.746	Sesquiterpenoids	0.466	Bisabolane sesquiterpenoids	0.184	Benzenoids	0.943	Benzene and substituted derivatives	0.876	Phenylpropanes	0.516			Phenylpropanes	0.516	Organic compounds; Organosulfur compounds; Organooxygen compounds; Thioethers; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Sulfenyl compounds; Dialkylthioethers; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	251.147	717	11.950	857324249705358248	857316092479566143	857316092475371838	15209	
1	C16H28O2	[M + H]+	C16H29O2+	Fatty acids	0.995	Fatty Acids and Conjugates	0.517	Unsaturated fatty acids	0.441	Lipids and lipid-like molecules	0.879	Fatty Acyls	0.919	Fatty acids and conjugates	0.426	Unsaturated fatty acids	0.514	Unsaturated fatty acids	0.514	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	253.216	726	12.103	857324245141955444	857316092571840839	857316092571840838	15364	
1	C17H26O5	[M + H]+	C17H27O5+	Polyketides	0.496	Macrolides	0.351	Macrolide lactones	0.748	Lipids and lipid-like molecules	0.649	Fatty Acyls	0.664	Fatty acid esters	0.648			Fatty acid esters	0.648	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	311.185	736	12.262	857324260623131573	857316092655726927	857316092655726926	15630	
3	C15H14N2O2	[M + Na]+	C15H14N2NaO2+	Alkaloids	0.915	Tryptophan alkaloids	0.335	Carboline alkaloids	0.190	Benzenoids	0.972							Benzenoids	0.972	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	277.093	736	12.264	857324323747406930	857316092701864275	857316092697669970	15612	
1	C13H10O	[M + H]+	C13H11O+	Shikimates and Phenylpropanoids	0.948	Flavonoids	0.931	Chalcones	0.958	Benzenoids	0.999	Benzene and substituted derivatives	0.993	Benzophenones	0.891			Benzophenones	0.891	Organic compounds; Ketones; Benzophenones; Benzoyl derivatives; Organooxygen compounds; Diphenylmethanes; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl ketones; Organic oxides; Hydrocarbon derivatives; Phenylketones; Aryl-phenylketones; Organic oxygen compounds; Chemical entities	183.081	739	12.319	857324261747205055	857316092748001623	857316092743807318	15670	
1	C12H22O	[M + H]+	C12H23O+	Fatty acids	0.971	Fatty acyls	0.969	Fatty alcohols	0.703	Organic oxygen compounds	0.987	Organooxygen compounds	0.964	Carbonyl compounds	0.688	Ketones	0.512	Ketones	0.512	Organic compounds; Ketones; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	183.174	741	12.355	857324229451064147	857316092789944667	857316092789944666	15705	
5	C31H44N4O	[M + H]+	C31H45N4O+	Alkaloids	0.927	Tryptophan alkaloids	0.277	Steroidal alkaloids	0.148	Organic acids and derivatives	0.903	Carboxylic acids and derivatives	0.722	Amino acids, peptides, and analogues	0.511	Amino acids and derivatives	0.511	Amino acids and derivatives	0.511	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	489.357	746	12.427	857324226800263998	857316092836082015	857316092836082014	15833	
1	C13H10N2S	[M + H]+	C13H11N2S+	Alkaloids	0.560	Anthranilic acid alkaloids	0.024	Pyridine alkaloids	0.022	Organoheterocyclic compounds	0.992	Benzothiazoles	0.871					Benzothiazoles	0.871	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiazoles; Organonitrogen compounds; Benzothiazoles; Azoles; Benzene and substituted derivatives; Benzenoids; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	227.064	748	12.464	857324245808849786	857316092878025059	857316092878025058	15868	
1	C13H20O2	[M + H]+	C13H21O2+	Terpenoids	0.760	Sesquiterpenoids	0.248	Simple cyclic polyketides	0.326	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbonyl compounds	0.913	Ketones	0.866	Cyclic ketones	0.728	Organic compounds; Ketones; Organooxygen compounds; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	209.154	750	12.499	857324294219506686	857316092919968103	857316092919968102	15881	
